"";"value";"lower";"count"
"2394";"rue de l'Échelle";"rue de l'échelle";0
"2395";"rue de l'Échiquier";"rue de l'échiquier";0
"2396";"rue des Écluses Saint Martin";"rue des écluses saint martin";0
"2397";"impasse de l'École";"impasse de l'école";0
"2398";"place de l'École";"place de l'école";0
"2399";"avenue de l'École de Joinville";"avenue de l'école de joinville";0
"2400";"rue de l'École de Médecine";"rue de l'école de médecine";0
"2401";"place de l'École Militaire";"place de l'école militaire";0
"2402";"rue de l'École Polytechnique";"rue de l'école polytechnique";0
"2403";"cité des Écoles";"cité des écoles";0
"2404";"passage des Écoliers";"passage des écoliers";0
"2405";"rue d'Écosse";"rue d'écosse";0
"2406";"rue des Écouffes";"rue des écouffes";0
"2407";"square des Écrivains Combattants Morts Pour La France";"square des écrivains combattants morts pour la france";0
"2408";"voie ED/19";"voie ed/19";0
"2409";"voie ED/20";"voie ed/20";0
"2410";"rue Edgar Faure";"rue edgar faure";0
"2411";"rue Edgar Poë";"rue edgar poë";0
"2412";"boulevard Edgar Quinet";"boulevard edgar quinet";0
"2413";"rue Edgar Varèse";"rue edgar varèse";0
"2414";"rue d'Édimbourg";"rue d'édimbourg";0
"2415";"avenue Edison";"avenue edison";0
"2416";"place de l'Édit de Nantes";"place de l'édit de nantes";0
"2417";"place Édith Piaf";"place édith piaf";0
"2418";"rue Edmond About";"rue edmond about";0
"2419";"rue Edmond Flamand";"rue edmond flamand";0
"2420";"rue Edmond Gondinet";"rue edmond gondinet";0
"2421";"rue Edmond Guillout";"rue edmond guillout";0
"2422";"place Edmond Michelet";"place edmond michelet";0
"2423";"rue Edmond Roger";"rue edmond roger";0
"2424";"rue Edmond Rousse";"rue edmond rousse";0
"2425";"rue Edmond Valentin";"rue edmond valentin";0
"2426";"rue Édouard Colonne";"rue édouard colonne";0
"2427";"rue Édouard Detaille";"rue édouard detaille";0
"2428";"rue Édouard Fournier";"rue édouard fournier";0
"2429";"rue Édouard Jacques";"rue édouard jacques";0
"2430";"rue Édouard Lartet";"rue édouard lartet";0
"2431";"rue Édouard Lockroy";"rue édouard lockroy";0
"2432";"rue Édouard Manet";"rue édouard manet";0
"2433";"rue Édouard Pailleron";"rue édouard pailleron";0
"2434";"rue Édouard Quénu";"rue édouard quénu";0
"2435";"place Édouard Renard";"place édouard renard";0
"2436";"rue Édouard Robert";"rue édouard robert";0
"2437";"avenue Édouard Vaillant";"avenue édouard vaillant";0
"2438";"place Édouard VII";"place édouard vii";0
"2439";"square Édouard VII";"square édouard vii";0
"2440";"rue Édouard VII";"rue édouard vii";0
"2441";"avenue Edward Tuck";"avenue edward tuck";0
"2442";"place Edwige Feuillère";"place edwige feuillère";0
"2443";"voie EE/20";"voie ee/20";0
"2444";"voie EF/20";"voie ef/20";0
"2445";"voie EG/20";"voie eg/20";0
"2446";"rue de l'Égalité";"rue de l'égalité";0
"2447";"rue Eginhard";"rue eginhard";0
"2448";"impasse de l'Église";"impasse de l'église";0
"2449";"rue de l'Église";"rue de l'église";0
"2450";"place de l'Église d'Auteuil";"place de l'église d'auteuil";0
"2451";"place de l'Église de l'Assomption";"place de l'église de l'assomption";0
"2452";"voie EH/13";"voie eh/13";0
"2453";"voie EH/20";"voie eh/20";0
"2454";"voie EI/19";"voie ei/19";0
"2455";"voie EI/20";"voie ei/20";0
"2456";"allée des Eiders";"allée des eiders";0
"2457";"voie EJ/20";"voie ej/20";0
"2458";"voie EK/13";"voie ek/13";0
"2459";"place EK/20";"place ek/20";0
"2460";"place El Salvador";"place el salvador";0
"2461";"voie EL/19";"voie el/19";0
"2462";"voie EL/20";"voie el/20";0
"2463";"rue Élie Faure";"rue élie faure";0
"2464";"rue Élisa Borey";"rue élisa borey";0
"2465";"rue Élisa Lemonnier";"rue élisa lemonnier";0
"2466";"place Élisabeth Dmitrieff";"place élisabeth dmitrieff";0
"2467";"avenue Élisée Reclus";"avenue élisée reclus";0
"2468";"rue Elsa Morante";"rue elsa morante";0
"2469";"rue de l'Élysée";"rue de l'élysée";0
"2470";"rue de l'Élysée Ménilmontant";"rue de l'élysée ménilmontant";0
"2471";"galerie Élysées La Boétie";"galerie élysées la boétie";0
"2472";"rue Elzévir";"rue elzévir";0
"2473";"voie EM/20";"voie em/20";0
"2474";"rue Émélie";"rue émélie";0
"2475";"rue Émeriau";"rue émeriau";0
"2476";"avenue Émile Acollas";"avenue émile acollas";0
"2477";"rue Émile Allez";"rue émile allez";0
"2478";"boulevard Émile Augier";"boulevard émile augier";0
"2479";"avenue Émile Bergerat";"avenue émile bergerat";0
"2480";"rue Émile Bertin";"rue émile bertin";0
"2481";"rue Émile Blémont";"rue émile blémont";0
"2482";"rue Émile Bollaert";"rue émile bollaert";0
"2483";"rue Émile Borel";"rue émile borel";0
"2484";"rue Émile Chaine";"rue émile chaine";0
"2485";"avenue Émile Deschanel";"avenue émile deschanel";0
"2486";"rue Émile Deslandres";"rue émile deslandres";0
"2487";"rue Émile Desvaux";"rue émile desvaux";0
"2488";"rue Émile Deutsch de La Meurthe";"rue émile deutsch de la meurthe";0
"2489";"rue Émile Dubois";"rue émile dubois";0
"2490";"rue Émile Duclaux";"rue émile duclaux";0
"2491";"rue Émile Duployé";"rue émile duployé";0
"2492";"rue Émile Durkheim";"rue émile durkheim";0
"2493";"avenue Émile Et Armand Massard";"avenue émile et armand massard";0
"2494";"rue Émile Faguet";"rue émile faguet";0
"2495";"rue Émile Gilbert";"rue émile gilbert";0
"2496";"place Émile Goudeau";"place émile goudeau";0
"2497";"place Émile Landrin";"place émile landrin";0
"2498";"rue Émile Landrin";"rue émile landrin";0
"2499";"avenue Émile Laurent";"avenue émile laurent";0
"2500";"rue Émile Lepeu";"rue émile lepeu";0
"2501";"rue Émile Levassor";"rue émile levassor";0
"2502";"rue Émile Level";"rue émile level";0
"2503";"villa Émile Loubet";"villa émile loubet";0
"2504";"place Émile Mâle";"place émile mâle";0
"2505";"rue Émile Ménier";"rue émile ménier";0
"2506";"villa Émile Meyer";"villa émile meyer";0
"2507";"rue Émile Pierre Casel";"rue émile pierre casel";0
"2508";"avenue Émile Pouvillon";"avenue émile pouvillon";0
"2509";"rue Émile Reynaud";"rue émile reynaud";0
"2510";"rue Émile Richard";"rue émile richard";0
"2511";"square Émile Zola";"square émile zola";0
"2512";"avenue Émile Zola";"avenue émile zola";0
"2513";"rue Émilie du Châtelet";"rue émilie du châtelet";0
"2514";"rue Émilio Castelar";"rue émilio castelar";0
"2515";"place de l'Emir Abdelkader";"place de l'emir abdelkader";0
"2516";"square Emmanuel Chabrier";"square emmanuel chabrier";0
"2517";"rue Emmanuel Chauvière";"rue emmanuel chauvière";0
"2518";"place Emmanuel Levinas";"place emmanuel levinas";0
"2519";"rue Emmery";"rue emmery";0
"2520";"rue de l'Empereur Julien";"rue de l'empereur julien";0
"2521";"rue de l'Empereur Valentinien";"rue de l'empereur valentinien";0
"2522";"voie EN/19";"voie en/19";0
"2523";"voie EN/20";"voie en/20";0
"2524";"rue de l'Encheval";"rue de l'encheval";0
"2525";"impasse de l'Enfant Jésus";"impasse de l'enfant jésus";0
"2526";"passage d'Enfer";"passage d'enfer";0
"2527";"rue d'Enghien";"rue d'enghien";0
"2528";"passage des Entrepreneurs";"passage des entrepreneurs";0
"2529";"villa des Entrepreneurs";"villa des entrepreneurs";0
"2530";"rue des Envierges";"rue des envierges";0
"2531";"voie EO/19";"voie eo/19";0
"2532";"voie EO/20";"voie eo/20";0
"2533";"voie EP/20";"voie ep/20";0
"2534";"rue de l'Épée de Bois";"rue de l'épée de bois";0
"2535";"rue de l'Éperon";"rue de l'éperon";0
"2536";"route de l'Épine";"route de l'épine";0
"2537";"villa des Épinettes";"villa des épinettes";0
"2538";"rue des Épinettes";"rue des épinettes";0
"2539";"passage des Épinettes";"passage des épinettes";0
"2540";"voie EQ/13";"voie eq/13";0
"2541";"voie EQ/20";"voie eq/20";0
"2542";"rue de l'Équerre";"rue de l'équerre";0
"2543";"rue de l'Équerre d'Argent";"rue de l'équerre d'argent";0
"2544";"voie ER/20";"voie er/20";0
"2545";"allée des Érables";"allée des érables";0
"2546";"impasse Érard";"impasse érard";0
"2547";"rue Érard";"rue érard";0
"2548";"rue Erasme";"rue erasme";0
"2549";"rue Erckmann Chatrian";"rue erckmann chatrian";0
"2550";"promenade Eric Tabarly";"promenade eric tabarly";0
"2551";"rue Erik Satie";"rue erik satie";0
"2552";"avenue Erlanger";"avenue erlanger";0
"2553";"villa Erlanger";"villa erlanger";0
"2554";"rue Erlanger";"rue erlanger";0
"2555";"avenue de l'Ermitage";"avenue de l'ermitage";0
"2556";"rue de l'Ermitage";"rue de l'ermitage";0
"2557";"cité de l'Ermitage";"cité de l'ermitage";0
"2558";"villa de l'Ermitage";"villa de l'ermitage";0
"2559";"rue Ernest Cresson";"rue ernest cresson";0
"2560";"place Ernest Denis";"place ernest denis";0
"2561";"rue Ernest Et Henri Rousselle";"rue ernest et henri rousselle";0
"2562";"rue Ernest Goüin";"rue ernest goüin";0
"2563";"rue Ernest Hébert";"rue ernest hébert";0
"2564";"rue Ernest Hemingway";"rue ernest hemingway";0
"2565";"rue Ernest Lacoste";"rue ernest lacoste";0
"2566";"rue Ernest Lavisse";"rue ernest lavisse";0
"2567";"rue Ernest Lefébure";"rue ernest lefébure";0
"2568";"rue Ernest Lefèvre";"rue ernest lefèvre";0
"2569";"rue Ernest Psichari";"rue ernest psichari";0
"2570";"avenue Ernest Renan";"avenue ernest renan";0
"2571";"rue Ernest Renan";"rue ernest renan";0
"2572";"avenue Ernest Reyer";"avenue ernest reyer";0
"2573";"rue Ernest Roche";"rue ernest roche";0
"2574";"rue Ernestine";"rue ernestine";0
"2575";"voie ES/20";"voie es/20";0
"2576";"place de l'Escadrille Normandie Niemen";"place de l'escadrille normandie niemen";0
"2577";"rue de l'Escaut";"rue de l'escaut";0
"2578";"rue Esclangon";"rue esclangon";0
"2579";"rue Escoffier";"rue escoffier";0
"2580";"allée de l'Espérance";"allée de l'espérance";0
"2581";"route de l'Esplanade";"route de l'esplanade";0
"2582";"rue Esquirol";"rue esquirol";0
"2583";"rue de l'Essai";"rue de l'essai";0
"2584";"rue de l'Est";"rue de l'est";0
"2585";"villa d'Este";"villa d'este";0
"2586";"square de l'Esterel";"square de l'esterel";0
"2587";"place d'Estienne d'Orves";"place d'estienne d'orves";0
"2588";"rue de l'Estrapade";"rue de l'estrapade";0
"2589";"place de l'Estrapade";"place de l'estrapade";0
"2590";"rue d'Estrées";"rue d'estrées";0
"2591";"voie ET/20";"voie et/20";0
"2592";"route de l'Étang";"route de l'étang";0
"2593";"chaussée de l'Étang";"chaussée de l'étang";0
"2594";"place des États Unis";"place des états unis";0
"2595";"rue Étex";"rue étex";0
"2596";"villa Étex";"villa étex";0
"2597";"rue Étienne Dolet";"rue étienne dolet";0
"2598";"rue Étienne Jodelle";"rue étienne jodelle";0
"2599";"rue Étienne Marcel";"rue étienne marcel";0
"2600";"villa Étienne Marey";"villa étienne marey";0
"2601";"rue Étienne Marey";"rue étienne marey";0
"2602";"place Étienne Pernet";"place étienne pernet";0
"2603";"route de l'Étoile";"route de l'étoile";0
"2604";"rue de l'Étoile";"rue de l'étoile";0
"2605";"cour de l'Étoile D'Or";"cour de l'étoile d'or";0
"2606";"voie EU/20";"voie eu/20";0
"2607";"rue Eugène Atget";"rue eugène atget";0
"2608";"passage Eugène Beaudouin";"passage eugène beaudouin";0
"2609";"rue Eugène Carrière";"rue eugène carrière";0
"2610";"place Eugène Claudius Petit";"place eugène claudius petit";0
"2611";"rue Eugène Delacroix";"rue eugène delacroix";0
"2612";"rue Eugène Flachat";"rue eugène flachat";0
"2613";"rue Eugène Fournière";"rue eugène fournière";0
"2614";"rue Eugène Gibez";"rue eugène gibez";0
"2615";"square Eugène Hatton";"square eugène hatton";0
"2616";"rue Eugène Jumin";"rue eugène jumin";0
"2617";"rue Eugène Labiche";"rue eugène labiche";0
"2618";"villa Eugène Leblanc";"villa eugène leblanc";0
"2619";"rue Eugène Manuel";"rue eugène manuel";0
"2620";"villa Eugène Manuel";"villa eugène manuel";0
"2621";"rue Eugène Millon";"rue eugène millon";0
"2622";"rue Eugène Oudiné";"rue eugène oudiné";0
"2623";"rue Eugène Pelletan";"rue eugène pelletan";0
"2624";"rue Eugène Poubelle";"rue eugène poubelle";0
"2625";"rue Eugène Reisz";"rue eugène reisz";0
"2626";"rue Eugène Spuller";"rue eugène spuller";0
"2627";"rue Eugène Süe";"rue eugène süe";0
"2628";"rue Eugène Varlin";"rue eugène varlin";0
"2629";"rue Eugénie Cotton";"rue eugénie cotton";0
"2630";"rue Eugénie Éboué";"rue eugénie éboué";0
"2631";"rue Eugénie Legrand";"rue eugénie legrand";0
"2632";"rue Euler";"rue euler";0
"2633";"passage d'Eupatoria";"passage d'eupatoria";0
"2634";"rue d'Eupatoria";"rue d'eupatoria";0
"2635";"rue de l'Eure";"rue de l'eure";0
"2636";"place de l'Europe";"place de l'europe";0
"2637";"rue Euryale Dehaynin";"rue euryale dehaynin";0
"2638";"voie EV/13";"voie ev/13";0
"2639";"voie EV/20";"voie ev/20";0
"2640";"rue de l'Évangile";"rue de l'évangile";0
"2641";"rue Évariste Galois";"rue évariste galois";0
"2642";"impasse Éveillard";"impasse éveillard";0
"2643";"rue Evette";"rue evette";0
"2644";"voie EW/13";"voie ew/13";0
"2645";"voie EW/20";"voie ew/20";0
"2646";"voie EX/13";"voie ex/13";0
"2647";"voie EX/20";"voie ex/20";0
"2648";"rue de l'Exposition";"rue de l'exposition";0
"2649";"voie Express Rive Gauche";"voie express rive gauche";0
"2650";"voie EY/13";"voie ey/13";0
"2651";"avenue d'Eylau";"avenue d'eylau";0
"2652";"villa d'Eylau";"villa d'eylau";0
"2653";"voie EZ/13";"voie ez/13";0
"2654";"voie EZ/20";"voie ez/20";0
"2655";"voie F/11";"voie f/11";0
"2656";"voie F/14";"voie f/14";0
"2657";"voie F/15";"voie f/15";0
"2658";"voie F/16";"voie f/16";0
"2659";"voie F/17";"voie f/17";0
"2660";"voie F/7";"voie f/7";0
"2661";"voie F/8";"voie f/8";0
"2662";"voie F/9";"voie f/9";0
"2663";"voie FA/13";"voie fa/13";0
"2664";"rue Fabert";"rue fabert";0
"2665";"rue Fabre d'Églantine";"rue fabre d'églantine";0
"2666";"cour des Fabriques";"cour des fabriques";0
"2667";"rue Fagon";"rue fagon";0
"2668";"rue Faidherbe";"rue faidherbe";0
"2669";"villa de la Faisanderie";"villa de la faisanderie";0
"2670";"rue de la Faisanderie";"rue de la faisanderie";0
"2671";"cité Falaise";"cité falaise";0
"2672";"villa des Falaises";"villa des falaises";0
"2673";"rue Falconet";"rue falconet";0
"2674";"place Falguière";"place falguière";0
"2675";"cité Falguière";"cité falguière";0
"2676";"rue Falguière";"rue falguière";0
"2677";"rue Fallempin";"rue fallempin";0
"2678";"route de la Faluère";"route de la faluère";0
"2679";"rue Fantin Latour";"rue fantin latour";0
"2680";"rue Faraday";"rue faraday";0
"2681";"rue du Faubourg Montmartre";"rue du faubourg montmartre";0
"2682";"rue du Faubourg Saint Jacques";"rue du faubourg saint jacques";0
"2683";"villa Faucheur";"villa faucheur";0
"2684";"rue du Fauconnier";"rue du fauconnier";0
"2685";"rue Faustin Hélie";"rue faustin hélie";0
"2686";"rue Fauvet";"rue fauvet";0
"2687";"rue Favart";"rue favart";0
"2688";"rue des Favorites";"rue des favorites";0
"2689";"voie FD/13";"voie fd/13";0
"2690";"voie FD/20";"voie fd/20";0
"2691";"rue de Fécamp";"rue de fécamp";0
"2692";"rue de la Fédération";"rue de la fédération";0
"2693";"allée Federico Garcia Lorca";"allée federico garcia lorca";0
"2694";"rue Félibien";"rue félibien";0
"2695";"rue Félicien David";"rue félicien david";0
"2696";"avenue Félicien Rops";"avenue félicien rops";0
"2697";"rue de la Félicité";"rue de la félicité";0
"2698";"avenue Félix D'Hérelle";"avenue félix d'hérelle";0
"2699";"rue Félix Faure";"rue félix faure";0
"2700";"avenue Félix Faure";"avenue félix faure";0
"2701";"villa Félix Faure";"villa félix faure";0
"2702";"rue Félix Huguenet";"rue félix huguenet";0
"2703";"rue Félix Terrier";"rue félix terrier";0
"2704";"rue Félix Voisin";"rue félix voisin";0
"2705";"rue Félix Ziem";"rue félix ziem";0
"2706";"cité Fénelon";"cité fénelon";0
"2707";"rue Fénelon";"rue fénelon";0
"2708";"rue Fenoux";"rue fenoux";0
"2709";"rue du Fer à Moulin";"rue du fer à moulin";0
"2710";"place Ferdinand Brunot";"place ferdinand brunot";0
"2711";"avenue Ferdinand Buisson";"avenue ferdinand buisson";0
"2712";"rue Ferdinand De Béhagle";"rue ferdinand de béhagle";0
"2713";"rue Ferdinand Duval";"rue ferdinand duval";0
"2714";"rue Ferdinand Fabre";"rue ferdinand fabre";0
"2715";"rue Ferdinand Flocon";"rue ferdinand flocon";0
"2716";"rue Ferdinand Gambon";"rue ferdinand gambon";0
"2717";"avenue Ferdousi";"avenue ferdousi";0
"2718";"cité Férembach";"cité férembach";0
"2719";"rue Fermat";"rue fermat";0
"2720";"passage Fermat";"passage fermat";0
"2721";"route de la Ferme";"route de la ferme";0
"2722";"carrefour de la Ferme de la Faisanderie";"carrefour de la ferme de la faisanderie";0
"2723";"rue de la Ferme de Savy";"rue de la ferme de savy";0
"2724";"passage de la Ferme Saint Lazare";"passage de la ferme saint lazare";0
"2725";"cour de la Ferme Saint Lazare";"cour de la ferme saint lazare";0
"2726";"cour des Fermes";"cour des fermes";0
"2727";"rue des Fermiers";"rue des fermiers";0
"2728";"rue Fernand Braudel";"rue fernand braudel";0
"2729";"rue Fernand Cormon";"rue fernand cormon";0
"2730";"square Fernand de la Tombelle";"square fernand de la tombelle";0
"2731";"rue Fernand Foureau";"rue fernand foureau";0
"2732";"rue Fernand Holweck";"rue fernand holweck";0
"2733";"rue Fernand Labori";"rue fernand labori";0
"2734";"rue Fernand Léger";"rue fernand léger";0
"2735";"place Fernand Mourlot";"place fernand mourlot";0
"2736";"rue Fernand Pelloutier";"rue fernand pelloutier";0
"2737";"rue Fernand Raynaud";"rue fernand raynaud";0
"2738";"rue Fernand Widal";"rue fernand widal";0
"2739";"rue Férou";"rue férou";0
"2740";"rue de la Ferronnerie";"rue de la ferronnerie";0
"2741";"rue Ferrus";"rue ferrus";0
"2742";"rue Fessart";"rue fessart";0
"2743";"rue des Fêtes";"rue des fêtes";0
"2744";"rue des Feuillantines";"rue des feuillantines";0
"2745";"rue Feutrier";"rue feutrier";0
"2746";"rue Feydeau";"rue feydeau";0
"2747";"galerie Feydeau";"galerie feydeau";0
"2748";"voie FF/13";"voie ff/13";0
"2749";"voie FF/20";"voie ff/20";0
"2750";"voie FH/13";"voie fh/13";0
"2751";"voie FH/20";"voie fh/20";0
"2752";"voie FI/13";"voie fi/13";0
"2753";"voie FI/20";"voie fi/20";0
"2754";"rue du Figuier";"rue du figuier";0
"2755";"boulevard des Filles du Calvaire";"boulevard des filles du calvaire";0
"2756";"rue des Filles Du Calvaire";"rue des filles du calvaire";0
"2757";"rue des Filles Saint Thomas";"rue des filles saint thomas";0
"2758";"rue des Fillettes";"rue des fillettes";0
"2759";"place de Finlande";"place de finlande";0
"2760";"rue Firmin Gémier";"rue firmin gémier";0
"2761";"rue Firmin Gillot";"rue firmin gillot";0
"2762";"rue Fizeau";"rue fizeau";0
"2763";"voie FJ/13";"voie fj/13";0
"2764";"voie FJ/20";"voie fj/20";0
"2765";"voie FK/13";"voie fk/13";0
"2766";"voie FK/20";"voie fk/20";0
